Business Name,Phone,Website,Street,City,State,Rating,Reviews,Emails,Founder Name,LinkedIn Company,LinkedIn Personal,Instagram,Facebook,ABN,Entity Type,Category,Lead Score,Source Search,Research Summary
Suspiciously Legit New Plymouth Brick & Giggle #176,+64 21 337 1169,https://totally-fake-buyers-176.example,1 Pretend Parade,New Plymouth,Taranaki Region,4.9,95,,,,,,,,,EXCLUDED,45,buyers agent New Plymouth,
Banana Republic New Plymouth Property Shenanigans #177,+64 21 362 6441,https://totally-fake-buyers-177.example,88 Placeholder Place,New Plymouth,Taranaki Region,5,21,,Riley Rubbish,,https://www.linkedin.com/in/riley-rubbish,,https://www.facebook.com/fake.buyers.177,9429100000176,NZ Limited Company,Uncategorised,67,buyers agent New Plymouth,
Absolutely Made Up New Plymouth Advocates Anonymous #178,+64 21 568 1168,https://totally-fake-buyers-178.example,3 Test Terrace,New Plymouth,Taranaki Region,5,52,,Jamie Jest,,https://www.linkedin.com/in/jamie-jest,https://www.instagram.com/fake_buyers_178,https://www.facebook.com/fake.buyers.178,9429100000177,NZ Limited Company,Uncategorised,72,buyers agent New Plymouth,
Totally Fake New Plymouth Property Shenanigans #179,+64 21 531 2799,https://totally-fake-buyers-179.example,7 Hogwash Highway,New Plymouth,Taranaki Region,4.9,234,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/totally-fake-new-plymouth-property-shenanigans-179,,https://www.instagram.com/fake_buyers_179,https://www.facebook.com/fake.buyers.179,9429100000178,NZ Limited Company,Uncategorised,100,buyers agent New Plymouth,
Absolutely Made Up New Plymouth Homes & Hogwash #180,+64 21 602 8778,https://totally-fake-buyers-180.example,123 Fake Street,New Plymouth,Taranaki Region,5,57,,,,,,,,,EXCLUDED,45,buyers agent New Plymouth,
Certified Fictional New Plymouth Brick & Giggle #181,+64 21 724 6490,https://totally-fake-buyers-181.example,1 Pretend Parade,New Plymouth,Taranaki Region,4.9,55,,Jamie Jest,,https://www.linkedin.com/in/jamie-jest,https://www.instagram.com/fake_buyers_181,https://www.facebook.com/fake.buyers.181,9429100000180,NZ Limited Company,Uncategorised,72,buyers agent New Plymouth,
Pretend New Plymouth Brick & Giggle #182,+64 21 610 1937,https://totally-fake-buyers-182.example,99 Sample Square,New Plymouth,Taranaki Region,4.6,88,quinn.quip@fake-buyers.example,Quinn Quip,https://www.linkedin.com/company/pretend-new-plymouth-brick-giggle-182,,https://www.instagram.com/fake_buyers_182,https://www.facebook.com/fake.buyers.182,9429100000181,Australian Private Company,Uncategorised,99,buyers agent New Plymouth,
Captain Obvious New Plymouth Suburb Safari Co #183,+64 21 537 9619,https://totally-fake-buyers-183.example,123 Fake Street,New Plymouth,Taranaki Region,5,1,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/captain-obvious-new-plymouth-suburb-safari-co-183,,https://www.instagram.com/fake_buyers_183,https://www.facebook.com/fake.buyers.183,9429100000182,Australian Private Company,Uncategorised,94,buyers agent New Plymouth,
Captain Obvious New Plymouth Advocates Anonymous #184,+64 21 492 6480,https://totally-fake-buyers-184.example,99 Sample Square,New Plymouth,Taranaki Region,5,117,,,,,https://www.instagram.com/fake_buyers_184,https://www.facebook.com/fake.buyers.184,9429100000183,Australian Private Company,Uncategorised,49,buyers agent New Plymouth,
Pretend New Plymouth Advocates Anonymous #185,+64 21 116 2949,https://totally-fake-buyers-185.example,7 Hogwash Highway,New Plymouth,Taranaki Region,5,10,,Quinn Quip,,,https://www.instagram.com/fake_buyers_185,https://www.facebook.com/fake.buyers.185,9429100000184,Individual/Sole Trader,Uncategorised,63,buyers agent New Plymouth,
Banana Republic New Plymouth Property Shenanigans #186,+64 21 786 4735,,404 Not Found Road,New Plymouth,Taranaki Region,5,2,,,,,,,9429100000185,Australian Private Company,Uncategorised,29,buyers agent New Plymouth,
Captain Obvious New Plymouth Brick & Giggle #187,+64 21 706 5518,https://totally-fake-buyers-187.example,404 Not Found Road,New Plymouth,Taranaki Region,5,60,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/captain-obvious-new-plymouth-brick-giggle-187,,https://www.instagram.com/fake_buyers_187,https://www.facebook.com/fake.buyers.187,9429100000186,Australian Private Company,Uncategorised,100,buyers agent New Plymouth,
Banana Republic Auckland Property Shenanigans #188,+64 21 354 5963,https://totally-fake-buyers-188.example,7 Hogwash Highway,Auckland,Auckland,5,353,,,,,,,,,EXCLUDED,45,buyers advocate Auckland,
Definitely Not Real Auckland Property Shenanigans #189,+64 21 813 8265,https://totally-fake-buyers-189.example,7 Hogwash Highway,Auckland,Auckland,3.9,19,pat.faux@fake-buyers.example,Pat Faux,,,,,9429100000188,Australian Private Company,Uncategorised,80,buyers advocate Auckland,
Suspiciously Legit Auckland Property Shenanigans #190,+64 21 534 1959,https://totally-fake-buyers-190.example,404 Not Found Road,Auckland,Auckland,5,6,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/suspiciously-legit-auckland-property-shenanigans-190,,https://www.instagram.com/fake_buyers_190,https://www.facebook.com/fake.buyers.190,,,Uncategorised,92,buyers advocate Auckland,
Banana Republic Auckland Mortgage Mayhem #191,+64 21 837 5851,https://totally-fake-buyers-191.example,88 Placeholder Place,Auckland,Auckland,2.3,3,,,,,,https://www.facebook.com/fake.buyers.191,9429100000190,Individual/Sole Trader,Uncategorised,24,buyers advocate Auckland,
Totally Fake Auckland Off-Market Emporium #192,+64 21 742 7922,https://totally-fake-buyers-192.example,1 Pretend Parade,Auckland,Auckland,4.9,9,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/totally-fake-auckland-off-market-emporium-192,https://www.linkedin.com/in/jordan-jokester,https://www.instagram.com/fake_buyers_192,https://www.facebook.com/fake.buyers.192,9429100000191,Australian Private Company,Uncategorised,97,buyers advocate Auckland,
Suspiciously Legit Wellington Brick & Giggle #193,+64 21 763 2591,https://totally-fake-buyers-193.example,1 Pretend Parade,Wellington,Wellington Region,4.8,6,,,,,,,,,Uncategorised,37,buyers advocate Wellington,
Totally Fake Wellington Property Shenanigans #194,+64 21 340 3598,https://totally-fake-buyers-194.example,99 Sample Square,Wellington,Wellington Region,4.5,17,lead194@fake-buyers.example,,https://www.linkedin.com/company/totally-fake-wellington-property-shenanigans-194,,,https://www.facebook.com/fake.buyers.194,9429100000193,Partnership,Uncategorised,71,buyers advocate Wellington,
Imaginary Wellington Property Shenanigans #195,+64 21 698 4980,https://totally-fake-buyers-195.example,99 Sample Square,Wellington,Wellington Region,4.8,28,,Riley Rubbish,,,,,9429100000194,Australian Private Company,Uncategorised,64,buyers advocate Wellington,
Quantum Wellington Property Shenanigans #196,+64 21 937 4153,https://totally-fake-buyers-196.example,404 Not Found Road,Wellington,Wellington Region,5,919,,,,,,,,,EXCLUDED,45,buyers advocate Wellington,
Absolutely Made Up Wellington Suburb Safari Co #197,+64 21 289 5385,https://totally-fake-buyers-197.example,1 Pretend Parade,Wellington,Wellington Region,5,33,lead197@fake-buyers.example,,,,,https://www.facebook.com/fake.buyers.197,9429100000196,NZ Limited Company,Uncategorised,74,buyers advocate Wellington,
Totally Fake Christchurch Suburb Safari Co #198,+64 21 799 7206,https://totally-fake-buyers-198.example,99 Sample Square,Christchurch,Canterbury Region,4.3,8,lead198@fake-buyers.example,,,,,,9429100000197,Charitable Trust,Property advisor,67,buyers advocate Christchurch,
Pretend Christchurch Dream Home Depot #199,+64 21 697 1513,,123 Fake Street,Christchurch,Canterbury Region,4.2,11,,,,,,,9429100000198,NZ Limited Company,Uncategorised,24,buyers advocate Christchurch,
Totally Fake Christchurch Property Shenanigans #200,+64 21 976 2872,,99 Sample Square,Christchurch,Canterbury Region,5,2,,,,,,,9429100000199,Australian Private Company,Uncategorised,29,buyers advocate Christchurch,
Captain Obvious Christchurch Property Shenanigans #201,+64 21 822 8521,https://totally-fake-buyers-201.example,1 Pretend Parade,Christchurch,Canterbury Region,5,7,,Alex Alias,https://www.linkedin.com/company/captain-obvious-christchurch-property-shenanigans-201,,,https://www.facebook.com/fake.buyers.201,9429100000200,NZ Limited Company,Uncategorised,62,buyers advocate Christchurch,
Totally Fake Christchurch Brick & Giggle #202,+64 21 468 1343,https://totally-fake-buyers-202.example,3 Test Terrace,Christchurch,Canterbury Region,5,6,,Casey Contrived,,,https://www.instagram.com/fake_buyers_202,https://www.facebook.com/fake.buyers.202,9429100000201,NZ Limited Company,Uncategorised,61,buyers advocate Christchurch,
Suspiciously Legit Christchurch Suburb Safari Co #203,+64 21 646 4605,https://totally-fake-buyers-203.example,3 Test Terrace,Christchurch,Canterbury Region,5,5,,Riley Rubbish,,,,,9429100000202,NZ Limited Company,Uncategorised,59,buyers advocate Christchurch,
Pretend Christchurch Advocates Anonymous #204,+64 21 836 9150,https://totally-fake-buyers-204.example,7 Hogwash Highway,Christchurch,Canterbury Region,5,1,,Jordan Jokester,https://www.linkedin.com/company/pretend-christchurch-advocates-anonymous-204,,https://www.instagram.com/fake_buyers_204,https://www.facebook.com/fake.buyers.204,9429100000203,Australian Private Company,Uncategorised,64,buyers advocate Christchurch,
Suspiciously Legit Christchurch House Hunters Hoax #205,+64 21 380 8550,https://totally-fake-buyers-205.example,3 Test Terrace,Christchurch,Canterbury Region,5,19,,Morgan Mock,,,,https://www.facebook.com/fake.buyers.205,9429100000204,NZ Limited Company,Uncategorised,61,buyers advocate Christchurch,
Pretend Christchurch Property Shenanigans #206,+64 21 139 1729,https://totally-fake-buyers-206.example,42 Demo Drive,Christchurch,Canterbury Region,5,38,,Pat Faux,https://www.linkedin.com/company/pretend-christchurch-property-shenanigans-206,,https://www.instagram.com/fake_buyers_206,https://www.facebook.com/fake.buyers.206,9429100000205,Australian Private Company,Uncategorised,69,buyers advocate Christchurch,
Quantum Christchurch Property Shenanigans #207,,https://totally-fake-buyers-207.example,99 Sample Square,Christchurch,Canterbury Region,4.9,83,,,https://www.linkedin.com/company/quantum-christchurch-property-shenanigans-207,,https://www.instagram.com/fake_buyers_207,https://www.facebook.com/fake.buyers.207,9429100000206,Australian Private Company,Uncategorised,42,buyers advocate Christchurch,
Definitely Not Real Hamilton House Hunters Hoax #208,+64 21 945 6642,https://totally-fake-buyers-208.example,42 Demo Drive,Hamilton,Waikato Region,5,54,,Pat Faux,,https://www.linkedin.com/in/pat-faux,https://www.instagram.com/fake_buyers_208,https://www.facebook.com/fake.buyers.208,9429100000207,Individual/Sole Trader,Uncategorised,72,buyers advocate Hamilton,
Captain Obvious Hamilton Property Shenanigans #209,+64 21 772 7362,https://totally-fake-buyers-209.example,1 Pretend Parade,Hamilton,Waikato Region,4.9,162,,,,,,,,,EXCLUDED,45,buyers advocate Hamilton,
Captain Obvious Hamilton Mortgage Mayhem #210,+64 21 284 9966,https://totally-fake-buyers-210.example,99 Sample Square,Hamilton,Waikato Region,5,156,,,,,,,,,EXCLUDED,45,buyers advocate Hamilton,
Banana Republic Hamilton Advocates Anonymous #211,+64 21 203 8143,https://totally-fake-buyers-211.example,42 Demo Drive,Hamilton,Waikato Region,4.9,153,,Alex Alias,https://www.linkedin.com/company/banana-republic-hamilton-advocates-anonymous-211,,,https://www.facebook.com/fake.buyers.211,9429100000210,NZ Limited Company,Uncategorised,70,buyers advocate Hamilton,
Banana Republic Hamilton Homes & Hogwash #212,+64 21 628 3496,https://totally-fake-buyers-212.example,42 Demo Drive,Hamilton,Waikato Region,5,13,alex.alias@fake-buyers.example,Alex Alias,,,,,,,Uncategorised,89,buyers advocate Hamilton,
Absolutely Made Up Hamilton Dream Home Depot #213,+64 21 964 9724,,3 Test Terrace,Hamilton,Waikato Region,,,,,,,,,,,Uncategorised,10,buyers advocate Hamilton,
Quantum Hamilton Homes & Hogwash #214,+64 21 525 8632,https://totally-fake-buyers-214.example,123 Fake Street,Hamilton,Waikato Region,5,2,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/quantum-hamilton-homes-hogwash-214,https://www.linkedin.com/in/sam-sample,https://www.instagram.com/fake_buyers_214,https://www.facebook.com/fake.buyers.214,9429100000213,Australian Private Company,Uncategorised,97,buyers advocate Hamilton,
Absolutely Made Up Hamilton Buyers Agency #215,+64 21 539 3781,https://totally-fake-buyers-215.example,42 Demo Drive,Hamilton,Waikato Region,5,84,lead215@fake-buyers.example,,,,https://www.instagram.com/fake_buyers_215,https://www.facebook.com/fake.buyers.215,9429100000214,Australian Private Company,Uncategorised,79,buyers advocate Hamilton,
Certified Fictional Hamilton Off-Market Emporium #216,+64 21 295 8681,https://totally-fake-buyers-216.example,404 Not Found Road,Hamilton,Waikato Region,5,35,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/certified-fictional-hamilton-off-market-emporium-216,,https://www.instagram.com/fake_buyers_216,https://www.facebook.com/fake.buyers.216,9429100000215,Fixed Unit Trust,Uncategorised,99,buyers advocate Hamilton,
Pretend Hamilton Suburb Safari Co #217,+64 21 205 3164,https://totally-fake-buyers-217.example,3 Test Terrace,Hamilton,Waikato Region,,,riley.rubbish@fake-buyers.example,Riley Rubbish,https://www.linkedin.com/company/pretend-hamilton-suburb-safari-co-217,,https://www.instagram.com/fake_buyers_217,https://www.facebook.com/fake.buyers.217,9429100000216,Australian Private Company,Uncategorised,77,buyers advocate Hamilton,
Quantum Hamilton Brick & Giggle #218,+64 21 562 6447,https://totally-fake-buyers-218.example,1 Pretend Parade,Hamilton,Waikato Region,5,22,,Morgan Mock,,,,,,,Uncategorised,62,buyers advocate Hamilton,
Banana Republic Tauranga Suburb Safari Co #219,+64 21 317 3049,https://totally-fake-buyers-219.example,3 Test Terrace,Tauranga,Bay of Plenty Region,5,9,,,,,,,,,EXCLUDED,37,buyers advocate Tauranga,
Absolutely Made Up Tauranga Suburb Safari Co #220,+64 21 264 5754,https://totally-fake-buyers-220.example,404 Not Found Road,Tauranga,Bay of Plenty Region,4.3,14,,,,,,,,,EXCLUDED,32,buyers advocate Tauranga,
Totally Fake Tauranga Advocates Anonymous #221,+64 21 597 8822,https://totally-fake-buyers-221.example,404 Not Found Road,Tauranga,Bay of Plenty Region,4.8,25,,,,,,,,,EXCLUDED,42,buyers advocate Tauranga,
Captain Obvious Tauranga House Hunters Hoax #222,+64 21 238 4431,https://totally-fake-buyers-222.example,1 Pretend Parade,Tauranga,Bay of Plenty Region,5,1,morgan.mock@fake-buyers.example,Morgan Mock,,,https://www.instagram.com/fake_buyers_222,https://www.facebook.com/fake.buyers.222,,,Uncategorised,89,buyers advocate Tauranga,
Quantum Tauranga Mortgage Mayhem #223,+64 21 130 7542,https://totally-fake-buyers-223.example,3 Test Terrace,Tauranga,Bay of Plenty Region,4.9,57,jordan.jokester@fake-buyers.example,Jordan Jokester,,https://www.linkedin.com/in/jordan-jokester,,,9429100000222,NZ Limited Company,Uncategorised,100,buyers advocate Tauranga,
Captain Obvious Mount Maunganui Brick & Giggle #224,+64 21 555 5135,https://totally-fake-buyers-224.example,3 Test Terrace,Mount Maunganui,Bay of Plenty Region,5,296,lead224@fake-buyers.example,,,,,https://www.facebook.com/fake.buyers.224,9429100000223,NZ Limited Company,Uncategorised,77,buyers advocate Tauranga,
Imaginary Tauranga Dream Home Depot #225,+64 21 932 4164,,1 Pretend Parade,Tauranga,Bay of Plenty Region,5,6,,,,,,,9429100000224,Discretionary Trading Trust,Uncategorised,29,buyers advocate Tauranga,
Captain Obvious Tauranga Advocates Anonymous #226,+64 21 483 5455,https://totally-fake-buyers-226.example,7 Hogwash Highway,Tauranga,Bay of Plenty Region,5,15,,Morgan Mock,,,https://www.instagram.com/fake_buyers_226,https://www.facebook.com/fake.buyers.226,9429100000225,Australian Private Company,Uncategorised,63,buyers advocate Tauranga,
Absolutely Made Up Dunedin Mortgage Mayhem #227,+64 21 485 5278,https://totally-fake-buyers-227.example,1 Pretend Parade,Dunedin,Otago Region,4.8,76,,Taylor Testdata,https://www.linkedin.com/company/absolutely-made-up-dunedin-mortgage-mayhem-227,,,https://www.facebook.com/fake.buyers.227,9429100000226,NZ Limited Company,Uncategorised,70,buyers advocate Dunedin,
Quantum Palmerston North Brick & Giggle #228,+64 21 884 8497,https://totally-fake-buyers-228.example,7 Hogwash Highway,Palmerston North,Manawatū-Whanganui Region,4.8,93,,,,,,,,,EXCLUDED,45,buyers advocate Palmerston North,
Absolutely Made Up Palmerston North Homes & Hogwash #229,+64 21 230 1551,https://totally-fake-buyers-229.example,99 Sample Square,Palmerston North,Manawatū-Whanganui Region,4.9,172,,,,,,,,,EXCLUDED,45,buyers advocate Palmerston North,
Pretend Palmerston North Homes & Hogwash #230,+64 21 788 4863,https://totally-fake-buyers-230.example,42 Demo Drive,Palmerston North,Manawatū-Whanganui Region,4.8,77,,Pat Faux,,https://www.linkedin.com/in/pat-faux,https://www.instagram.com/fake_buyers_230,https://www.facebook.com/fake.buyers.230,,,Uncategorised,70,buyers advocate Palmerston North,
Pretend Palmerston North Dream Home Depot #231,+64 21 325 5549,https://totally-fake-buyers-231.example,123 Fake Street,Palmerston North,Manawatū-Whanganui Region,4.9,8,,Casey Contrived,,,https://www.instagram.com/fake_buyers_231,https://www.facebook.com/fake.buyers.231,9429100000230,Individual/Sole Trader,Uncategorised,61,buyers advocate Palmerston North,
Pretend Nelson House Hunters Hoax #232,+64 21 484 6251,https://totally-fake-buyers-232.example,3 Test Terrace,Nelson,Nelson Region,4.5,21,jamie.jest@fake-buyers.example,Jamie Jest,,,,,9429100000231,NZ Limited Company,Uncategorised,91,buyers advocate Nelson,
Imaginary Nelson Off-Market Emporium #233,+64 21 676 3210,https://totally-fake-buyers-233.example,3 Test Terrace,Nelson,Nelson Region,4.3,21,,,,,,,,,EXCLUDED,35,buyers advocate Nelson,
Totally Fake Nelson Advocates Anonymous #234,+64 21 638 4897,https://totally-fake-buyers-234.example,7 Hogwash Highway,Nelson,Nelson Region,5,2,lead234@fake-buyers.example,,,,,,9429100000233,NZ Limited Company,Uncategorised,69,buyers advocate Nelson,
Certified Fictional Nelson House Hunters Hoax #235,+64 21 160 9513,https://totally-fake-buyers-235.example,42 Demo Drive,Nelson,Nelson Region,5,3,alex.alias@fake-buyers.example,Alex Alias,,,,,9429100000234,NZ Limited Company,Uncategorised,89,buyers advocate Nelson,
Totally Fake Nelson Property Shenanigans #236,+64 21 431 6827,https://totally-fake-buyers-236.example,7 Hogwash Highway,Nelson,Nelson Region,,,taylor.testdata@fake-buyers.example,Taylor Testdata,https://www.linkedin.com/company/totally-fake-nelson-property-shenanigans-236,,https://www.instagram.com/fake_buyers_236,https://www.facebook.com/fake.buyers.236,,,Uncategorised,75,buyers advocate Nelson,
Imaginary Nelson Property Shenanigans #237,+64 21 708 1094,https://totally-fake-buyers-237.example,7 Hogwash Highway,Nelson,Nelson Region,5,1,,Morgan Mock,,https://www.linkedin.com/in/morgan-mock,https://www.instagram.com/fake_buyers_237,https://www.facebook.com/fake.buyers.237,9429100000236,NZ Limited Company,Uncategorised,64,buyers advocate Nelson,
Quantum Rotorua House Hunters Hoax #238,+64 21 794 2060,https://totally-fake-buyers-238.example,404 Not Found Road,Rotorua,Bay of Plenty Region,4.7,34,,,,,,,,,EXCLUDED,39,buyers advocate Rotorua,
Certified Fictional Rotorua Suburb Safari Co #239,+64 21 902 6659,https://totally-fake-buyers-239.example,88 Placeholder Place,Rotorua,Bay of Plenty Region,,,,,,,,,,,EXCLUDED,20,buyers advocate Rotorua,
Imaginary Rotorua Dream Home Depot #240,+64 21 825 6967,https://totally-fake-buyers-240.example,7 Hogwash Highway,Rotorua,Bay of Plenty Region,5,1,,Quinn Quip,https://www.linkedin.com/company/imaginary-rotorua-dream-home-depot-240,,https://www.instagram.com/fake_buyers_240,https://www.facebook.com/fake.buyers.240,9429100000239,Sole Trader,Uncategorised,64,buyers advocate Rotorua,
Suspiciously Legit New Plymouth Property Shenanigans #241,+64 21 648 1496,https://totally-fake-buyers-241.example,1 Pretend Parade,New Plymouth,Taranaki Region,5,54,,,,,,,,,EXCLUDED,45,buyers advocate New Plymouth,
Captain Obvious New Plymouth Mortgage Mayhem #242,+64 21 199 8759,https://totally-fake-buyers-242.example,88 Placeholder Place,New Plymouth,Taranaki Region,5,2,casey.contrived@fake-buyers.example,Casey Contrived,,,https://www.instagram.com/fake_buyers_242,https://www.facebook.com/fake.buyers.242,9429100000241,Australian Private Company,Uncategorised,91,buyers advocate New Plymouth,
Certified Fictional New Plymouth Homes & Hogwash #243,+64 21 642 4428,https://totally-fake-buyers-243.example,123 Fake Street,New Plymouth,Taranaki Region,5,1,,,,,,,,,EXCLUDED,37,buyers advocate New Plymouth,
Captain Obvious New Plymouth Homes & Hogwash #244,+64 21 399 2984,https://totally-fake-buyers-244.example,1 Pretend Parade,New Plymouth,Taranaki Region,5,220,,,,,,,,,EXCLUDED,45,buyers advocate New Plymouth,
Suspiciously Legit Auckland Homes & Hogwash #245,+64 21 981 8694,https://totally-fake-buyers-245.example,404 Not Found Road,Auckland,Auckland,5,294,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/suspiciously-legit-auckland-homes-hogwash-245,,https://www.instagram.com/fake_buyers_245,https://www.facebook.com/fake.buyers.245,9429100000244,NZ Limited Company,Uncategorised,100,property buyers agency Auckland,
Certified Fictional Auckland Homes & Hogwash #246,+64 21 492 8362,https://totally-fake-buyers-246.example,3 Test Terrace,Auckland,Auckland,4.9,63,alex.alias@fake-buyers.example,Alex Alias,https://www.linkedin.com/company/certified-fictional-auckland-homes-hogwash-246,,https://www.instagram.com/fake_buyers_246,https://www.facebook.com/fake.buyers.246,9429100000245,NZ Limited Company,Uncategorised,100,property buyers agency Auckland,
Banana Republic Auckland Mortgage Mayhem #247,+64 21 818 3920,https://totally-fake-buyers-247.example,1 Pretend Parade,Auckland,Auckland,4.5,64,,,,,,,,,EXCLUDED,42,property buyers agency Auckland,
Absolutely Made Up Wellington Mortgage Mayhem #248,+64 21 756 3970,https://totally-fake-buyers-248.example,88 Placeholder Place,Wellington,Wellington Region,4.9,38,,,,,,,,,EXCLUDED,42,property buyers agency Wellington,
Suspiciously Legit Wellington Dream Home Depot #249,+64 21 583 2224,https://totally-fake-buyers-249.example,88 Placeholder Place,Wellington,Wellington Region,4.4,13,taylor.testdata@fake-buyers.example,Taylor Testdata,https://www.linkedin.com/company/suspiciously-legit-wellington-dream-home-depot-249,,https://www.instagram.com/fake_buyers_249,https://www.facebook.com/fake.buyers.249,9429100000248,NZ Limited Company,Uncategorised,89,property buyers agency Wellington,
Banana Republic Christchurch Off-Market Emporium #250,+64 21 601 5408,https://totally-fake-buyers-250.example,99 Sample Square,Christchurch,Canterbury Region,4.9,177,,,https://www.linkedin.com/company/banana-republic-christchurch-off-market-emporium-250,,https://www.instagram.com/fake_buyers_250,https://www.facebook.com/fake.buyers.250,9429100000249,Discretionary Investment Trust,Investment BA,57,property buyers agency Christchurch,
Banana Republic Christchurch Mortgage Mayhem #251,+64 21 253 2350,,88 Placeholder Place,Christchurch,Canterbury Region,5,3,,,,,,,,,Investment BA,32,property buyers agency Christchurch,
Definitely Not Real Christchurch Homes & Hogwash #252,+64 21 928 3329,https://totally-fake-buyers-252.example,88 Placeholder Place,Christchurch,Canterbury Region,4.9,803,,,,,,,,,EXCLUDED,45,property buyers agency Christchurch,
Absolutely Made Up Hamilton Property Shenanigans #253,+64 21 218 5711,https://totally-fake-buyers-253.example,42 Demo Drive,Hamilton,Waikato Region,5,14,pat.faux@fake-buyers.example,Pat Faux,,,,https://www.facebook.com/fake.buyers.253,9429100000252,NZ Limited Company,Uncategorised,91,property buyers agency Hamilton,
Certified Fictional Hamilton Off-Market Emporium #254,+64 21 271 7564,https://totally-fake-buyers-254.example,7 Hogwash Highway,Hamilton,Waikato Region,4.5,39,sam.sample@fake-buyers.example,Sam Sample,,,https://www.instagram.com/fake_buyers_254,https://www.facebook.com/fake.buyers.254,9429100000253,NZ Limited Company,Uncategorised,93,property buyers agency Hamilton,
Definitely Not Real Hamilton Buyers Agency #255,+64 21 779 5872,https://totally-fake-buyers-255.example,88 Placeholder Place,Hamilton,Waikato Region,4.8,20,,,,,,https://www.facebook.com/fake.buyers.255,9429100000254,Australian Private Company,Uncategorised,44,property buyers agency Hamilton,
Suspiciously Legit Mount Maunganui Homes & Hogwash #256,+64 21 404 2343,https://totally-fake-buyers-256.example,42 Demo Drive,Mount Maunganui,Bay of Plenty Region,5,135,,,,,,,,,EXCLUDED,45,property buyers agency Tauranga,
Imaginary Tauranga Brick & Giggle #257,+64 21 894 4881,https://totally-fake-buyers-257.example,1 Pretend Parade,Tauranga,Bay of Plenty Region,5,4,quinn.quip@fake-buyers.example,Quinn Quip,https://www.linkedin.com/company/imaginary-tauranga-brick-giggle-257,,https://www.instagram.com/fake_buyers_257,https://www.facebook.com/fake.buyers.257,9429100000256,Australian Private Company,Uncategorised,94,property buyers agency Tauranga,
Definitely Not Real Tauranga Buyers Agency #258,+64 21 633 9301,https://totally-fake-buyers-258.example,404 Not Found Road,Tauranga,Bay of Plenty Region,5,308,,,,,,,,,EXCLUDED,45,property buyers agency Tauranga,
Banana Republic Dunedin House Hunters Hoax #259,+64 21 694 2530,https://totally-fake-buyers-259.example,404 Not Found Road,Dunedin,Otago Region,4.3,91,,,,,,,,,EXCLUDED,38,property buyers agency Dunedin,
Totally Fake Palmerston North Off-Market Emporium #260,+64 21 858 3415,https://totally-fake-buyers-260.example,88 Placeholder Place,Palmerston North,Manawatū-Whanganui Region,5,1,lead260@fake-buyers.example,,https://www.linkedin.com/company/totally-fake-palmerston-north-off-market-emporium-260,,,,,,Uncategorised,70,property buyers agency Palmerston North,
Quantum Palmerston North Brick & Giggle #261,+64 21 964 3160,https://totally-fake-buyers-261.example,123 Fake Street,Palmerston North,Manawatū-Whanganui Region,4.4,27,,,,,,,,,EXCLUDED,35,property buyers agency Palmerston North,
Imaginary Rotorua Homes & Hogwash #262,+64 21 130 4436,https://totally-fake-buyers-262.example,99 Sample Square,Rotorua,Bay of Plenty Region,5,6,,,https://www.linkedin.com/company/imaginary-rotorua-homes-hogwash-262,,https://www.instagram.com/fake_buyers_262,https://www.facebook.com/fake.buyers.262,9429100000261,Australian Private Company,Uncategorised,44,property buyers agency Rotorua,
Certified Fictional Rotorua House Hunters Hoax #263,+64 21 726 8531,,7 Hogwash Highway,Rotorua,Bay of Plenty Region,4.7,36,,,,,,,9429100000262,Australian Private Company,Uncategorised,31,property buyers agency Rotorua,
Imaginary Rotorua Off-Market Emporium #264,+64 21 755 4500,https://totally-fake-buyers-264.example,404 Not Found Road,Rotorua,Bay of Plenty Region,3,2,,,https://www.linkedin.com/company/imaginary-rotorua-off-market-emporium-264,,https://www.instagram.com/fake_buyers_264,https://www.facebook.com/fake.buyers.264,9429100000263,Australian Private Company,Uncategorised,29,property buyers agency Rotorua,
Definitely Not Real Rotorua Mortgage Mayhem #265,+64 21 704 1847,https://totally-fake-buyers-265.example,7 Hogwash Highway,Rotorua,Bay of Plenty Region,4,2,,,,,,,9429100000264,NZ Limited Company,Uncategorised,32,property buyers agency Rotorua,
Imaginary New Plymouth Advocates Anonymous #266,+64 21 786 9755,https://totally-fake-buyers-266.example,7 Hogwash Highway,New Plymouth,Taranaki Region,4.9,17,,,,,,,,,EXCLUDED,39,property buyers agency New Plymouth,
Absolutely Made Up New Plymouth Dream Home Depot #267,+64 21 734 4616,https://totally-fake-buyers-267.example,1 Pretend Parade,New Plymouth,Taranaki Region,5,104,,Jordan Jokester,,,https://www.instagram.com/fake_buyers_267,https://www.facebook.com/fake.buyers.267,9429100000266,Australian Private Company,Uncategorised,69,property buyers agency New Plymouth,
