Business Name,Phone,Website,Street,City,State,Rating,Reviews,Emails,Founder Name,LinkedIn Company,LinkedIn Personal,Instagram,Facebook,ABN,Entity Type,Category,Lead Score,Source Search,Research Summary
Pretend The Ponds Advocates Anonymous #619,+61 641 581 453,https://totally-fake-buyers-619.example,99 Sample Square,The Ponds,New South Wales,5.0,21.0,taylor.testdata@fake-buyers.example,Taylor Testdata,,,,https://www.facebook.com/fake.buyers.619,26 872 443 289,Australian Private Company,Uncategorised,94,buyers advocate Sydney,
Imaginary North Turramurra Property Shenanigans #620,+61 835 669 345,https://totally-fake-buyers-620.example,3 Test Terrace,North Turramurra,New South Wales,5.0,9.0,sam.sample@fake-buyers.example,Sam Sample,,,,,98 237 280 343,Australian Public Company,Investment BA,94,buyers advocate Sydney,
Imaginary Perth Suburb Safari Co #621,+61 647 835 517,https://totally-fake-buyers-621.example,99 Sample Square,Perth,Western Australia,5.0,6.0,alex.alias@fake-buyers.example,Alex Alias,,,,,84 692 854 722,Australian Private Company,Owner-occupier,94,buyers agent first home Perth,
Pretend Hobart Brick & Giggle #622,+61 437 478 289,https://totally-fake-buyers-622.example,404 Not Found Road,Hobart,Tasmania,4.5,164.0,sam.sample@fake-buyers.example,Sam Sample,,,,,61 938 584 637,Australian Private Company,Uncategorised,94,buyers agent Hobart,
Certified Fictional North Perth Brick & Giggle #623,+61 695 674 931,https://totally-fake-buyers-623.example,3 Test Terrace,North Perth,Western Australia,4.7,94.0,sam.sample@fake-buyers.example,Sam Sample,,,,https://www.facebook.com/fake.buyers.623,54 779 568 989,Australian Private Company,Uncategorised,94,buyers agent Perth,
Imaginary Maylands Buyers Agency #624,+61 441 514 579,https://totally-fake-buyers-624.example,3 Test Terrace,Maylands,Western Australia,4.7,180.0,pat.faux@fake-buyers.example,Pat Faux,,,,https://www.facebook.com/fake.buyers.624,63 446 929 225,Australian Private Company,Uncategorised,94,buyers agent Perth,
Quantum North Perth Off-Market Emporium #625,+61 449 456 564,https://totally-fake-buyers-625.example,123 Fake Street,North Perth,Western Australia,4.8,31.0,quinn.quip@fake-buyers.example,Quinn Quip,,,,https://www.facebook.com/fake.buyers.625,90 668 645 275,Australian Private Company,Uncategorised,94,buyers agent Perth,
Banana Republic North Perth Brick & Giggle #626,+61 557 719 417,https://totally-fake-buyers-626.example,404 Not Found Road,North Perth,Western Australia,4.9,24.0,quinn.quip@fake-buyers.example,Quinn Quip,,,,,81 456 131 463,Discretionary Trading Trust,Uncategorised,94,buyers agent Perth,
Certified Fictional Beecroft Brick & Giggle #627,+61 671 649 522,https://totally-fake-buyers-627.example,42 Demo Drive,Beecroft,New South Wales,4.6,120.0,sam.sample@fake-buyers.example,Sam Sample,,,,,64 648 468 197,Fixed Unit Trust,Uncategorised,94,buyers agent Sydney,
Totally Fake Barton House Hunters Hoax #628,+61 646 746 447,https://totally-fake-buyers-628.example,3 Test Terrace,Barton,Australian Capital Territory,5.0,6.0,casey.contrived@fake-buyers.example,Casey Contrived,,,,,44 390 661 846,Australian Private Company,Investment BA,94,investment buyers agent Canberra,
Certified Fictional Griffith Dream Home Depot #629,+61 467 286 362,https://totally-fake-buyers-629.example,42 Demo Drive,Griffith,Australian Capital Territory,5.0,3.0,morgan.mock@fake-buyers.example,Morgan Mock,,,,https://www.facebook.com/fake.buyers.629,65 646 732 327,Australian Private Company,Investment BA,94,investment buyers agent Canberra,
Totally Fake Pooraka Dream Home Depot #630,+61 487 953 120,https://totally-fake-buyers-630.example,99 Sample Square,Pooraka,South Australia,4.8,4.0,jamie.jest@fake-buyers.example,Jamie Jest,,,,,64 176 375 509,Australian Private Company,Off-the-plan,94,off the plan buyers agent Adelaide,
Captain Obvious Mortgage Mayhem #631,+61 403 593 709,https://totally-fake-buyers-631.example,,,,5.0,4.0,riley.rubbish@fake-buyers.example,Riley Rubbish,,,,,31 916 855 764,Australian Private Company,Off-the-plan,94,off the plan buyers agent Adelaide,
Absolutely Made Up Brisbane City Off-Market Emporium #632,+61 602 538 669,https://totally-fake-buyers-632.example,404 Not Found Road,Brisbane City,Queensland,5.0,1.0,quinn.quip@fake-buyers.example,Quinn Quip,,,,,68 832 615 429,Australian Private Company,Off-the-plan,94,off the plan buyers agent Brisbane,
Certified Fictional Brisbane City Property Shenanigans #633,+61 808 359 130,https://totally-fake-buyers-633.example,404 Not Found Road,Brisbane City,Queensland,5.0,4.0,jordan.jokester@fake-buyers.example,Jordan Jokester,,,,,73 749 663 778,Australian Private Company,Off-the-plan,94,off the plan buyers agent Brisbane,
Banana Republic Darwin City Homes & Hogwash #634,+61 653 348 342,https://totally-fake-buyers-634.example,42 Demo Drive,Darwin City,Northern Territory,4.8,6.0,alex.alias@fake-buyers.example,Alex Alias,,,,https://www.facebook.com/fake.buyers.634,16 908 513 295,Australian Private Company,Off-the-plan,94,off the plan buyers agent Darwin,
Suspiciously Legit Bellara Brick & Giggle #635,+61 768 261 589,https://totally-fake-buyers-635.example,99 Sample Square,Bellara,Queensland,4.7,80.0,casey.contrived@fake-buyers.example,Casey Contrived,,,,https://www.facebook.com/fake.buyers.635,36 131 815 833,Discretionary Trading Trust,Uncategorised,94,property acquisition Brisbane,
Quantum North Lakes Mortgage Mayhem #636,+61 605 971 918,https://totally-fake-buyers-636.example,7 Hogwash Highway,North Lakes,Queensland,5.0,3.0,sam.sample@fake-buyers.example,Sam Sample,,,,,61 612 266 398,Discretionary Trading Trust,Property advisor,94,property advisor Brisbane,
Captain Obvious Austins Ferry House Hunters Hoax #637,+61 517 247 534,https://totally-fake-buyers-637.example,42 Demo Drive,Austins Ferry,Tasmania,5.0,1.0,riley.rubbish@fake-buyers.example,Riley Rubbish,,,,https://www.facebook.com/fake.buyers.637,57 252 167 271,Individual/Sole Trader,Property advisor,94,property advisor Hobart,
Banana Republic Dandenong House Hunters Hoax #638,+61 455 849 569,https://totally-fake-buyers-638.example,123 Fake Street,Dandenong,Victoria,5.0,4.0,sam.sample@fake-buyers.example,Sam Sample,,,,https://www.facebook.com/fake.buyers.638,87 834 990 113,Individual/Sole Trader,Property advisor,94,property advisor Melbourne,
Absolutely Made Up Perth Brick & Giggle #639,+61 458 198 325,https://totally-fake-buyers-639.example,7 Hogwash Highway,Perth,Western Australia,4.8,8.0,morgan.mock@fake-buyers.example,Morgan Mock,,,,,83 485 743 886,Australian Private Company,Property advisor,94,property advisor Perth,
Suspiciously Legit Casula Mortgage Mayhem #640,+61 626 973 275,https://totally-fake-buyers-640.example,3 Test Terrace,Casula,New South Wales,5.0,8.0,taylor.testdata@fake-buyers.example,Taylor Testdata,,,,,30 260 837 937,Discretionary Trading Trust,Property advisor,94,property advisor Sydney,
Totally Fake Sunnybank Hills Property Shenanigans #641,+61 645 686 883,https://totally-fake-buyers-641.example,88 Placeholder Place,Sunnybank Hills,Queensland,4.8,49.0,sam.sample@fake-buyers.example,Sam Sample,,,,,64 325 105 950,Individual/Sole Trader,Uncategorised,94,property buyers agency Brisbane,
Captain Obvious Daisy Hill Brick & Giggle #642,+61 887 971 289,https://totally-fake-buyers-642.example,404 Not Found Road,Daisy Hill,Queensland,4.6,301.0,morgan.mock@fake-buyers.example,Morgan Mock,,,,,38 247 233 371,Fixed Unit Trust,Uncategorised,94,property buyers agency Brisbane,
Banana Republic Forrest Homes & Hogwash #643,+61 845 965 959,https://totally-fake-buyers-643.example,123 Fake Street,Forrest,Australian Capital Territory,5.0,35.0,casey.contrived@fake-buyers.example,Casey Contrived,,,,,80 508 516 696,Individual/Sole Trader,Uncategorised,94,property buyers agency Canberra,
Suspiciously Legit Epping Buyers Agency #644,+61 623 921 983,https://totally-fake-buyers-644.example,88 Placeholder Place,Epping,Victoria,4.5,117.0,jordan.jokester@fake-buyers.example,Jordan Jokester,,,,https://www.facebook.com/fake.buyers.644,66 106 953 581,Australian Private Company,Uncategorised,94,property buyers agency Melbourne,
Imaginary Hobart Advocates Anonymous #645,+61 481 853 704,https://totally-fake-buyers-645.example,1 Pretend Parade,Hobart,Tasmania,5.0,1.0,sam.sample@fake-buyers.example,Sam Sample,,,,https://www.facebook.com/fake.buyers.645,29 292 285 769,Australian Private Company,Property advisor,94,property strategist Hobart,
Pretend Melbourne Suburb Safari Co #646,+61 435 984 366,https://totally-fake-buyers-646.example,3 Test Terrace,Melbourne,Victoria,5.0,2.0,pat.faux@fake-buyers.example,Pat Faux,,,,,33 480 805 425,Individual/Sole Trader,SMSF,94,SMSF buyers agent Melbourne,
Imaginary Scoresby Advocates Anonymous #647,+61 665 513 790,https://totally-fake-buyers-647.example,42 Demo Drive,Scoresby,Victoria,4.4,35.0,casey.contrived@fake-buyers.example,Casey Contrived,,,https://www.instagram.com/fake_buyers_647,https://www.facebook.com/fake.buyers.647,44 273 990 423,Australian Private Company,Owner-occupier,94,buyers agent first home Melbourne,
Suspiciously Legit Glenorchy Suburb Safari Co #648,+61 867 924 306,https://totally-fake-buyers-648.example,42 Demo Drive,Glenorchy,Tasmania,4.4,27.0,pat.faux@fake-buyers.example,Pat Faux,,,https://www.instagram.com/fake_buyers_648,https://www.facebook.com/fake.buyers.648,75 912 620 463,Individual/Sole Trader,Property advisor,94,property advisor Hobart,
Definitely Not Real Glen Iris House Hunters Hoax #649,+61 667 148 956,https://totally-fake-buyers-649.example,7 Hogwash Highway,Glen Iris,Victoria,5.0,18.0,pat.faux@fake-buyers.example,Pat Faux,https://www.linkedin.com/company/definitely-not-real-glen-iris-house-hunters-hoax-649,,,https://www.facebook.com/fake.buyers.649,67 380 420 649,Individual/Sole Trader,Uncategorised,94,buyers advocate Melbourne,
Imaginary Glen Waverley House Hunters Hoax #650,+61 529 729 320,https://totally-fake-buyers-650.example,42 Demo Drive,Glen Waverley,Victoria,5.0,17.0,morgan.mock@fake-buyers.example,Morgan Mock,https://www.linkedin.com/company/imaginary-glen-waverley-house-hunters-hoax-650,,,https://www.facebook.com/fake.buyers.650,26 231 114 380,Discretionary Trading Trust,Uncategorised,94,buyers advocate Melbourne,
Imaginary Kent Town Suburb Safari Co #651,+61 688 213 511,https://totally-fake-buyers-651.example,3 Test Terrace,Kent Town,South Australia,4.5,23.0,alex.alias@fake-buyers.example,Alex Alias,https://www.linkedin.com/company/imaginary-kent-town-suburb-safari-co-651,,,https://www.facebook.com/fake.buyers.651,33 832 925 679,Australian Private Company,Uncategorised,94,property acquisition Adelaide,
Definitely Not Real Forrest Dream Home Depot #652,+61 821 189 694,https://totally-fake-buyers-652.example,99 Sample Square,Forrest,Australian Capital Territory,4.9,16.0,pat.faux@fake-buyers.example,Pat Faux,https://www.linkedin.com/company/definitely-not-real-forrest-dream-home-depot-652,,,,84 506 705 313,Australian Private Company,Uncategorised,94,property acquisition Canberra,
Certified Fictional Upper Mount Gravatt Property Shenanigans #653,+61 856 344 875,https://totally-fake-buyers-653.example,7 Hogwash Highway,Upper Mount Gravatt,Queensland,5.0,8.0,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/certified-fictional-upper-mount-gravatt-property-shenanigans-653,,https://www.instagram.com/fake_buyers_653,https://www.facebook.com/fake.buyers.653,28 695 875 246,Discretionary Services Management Trust,EXCLUDED,94,buyers advocate Brisbane,
Definitely Not Real Griffin House Hunters Hoax #654,+61 746 716 378,https://totally-fake-buyers-654.example,1 Pretend Parade,Griffin,Queensland,5.0,8.0,morgan.mock@fake-buyers.example,Morgan Mock,https://www.linkedin.com/company/definitely-not-real-griffin-house-hunters-hoax-654,,https://www.instagram.com/fake_buyers_654,https://www.facebook.com/fake.buyers.654,44 391 948 306,Australian Private Company,Uncategorised,94,buyers advocate Brisbane,
Captain Obvious South Brisbane Homes & Hogwash #655,+61 724 947 741,https://totally-fake-buyers-655.example,404 Not Found Road,South Brisbane,Queensland,5.0,9.0,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/captain-obvious-south-brisbane-homes-hogwash-655,,https://www.instagram.com/fake_buyers_655,https://www.facebook.com/fake.buyers.655,89 906 955 553,Individual/Sole Trader,Uncategorised,94,buyers advocate Brisbane,
Pretend Deakin Advocates Anonymous #656,+61 842 656 977,https://totally-fake-buyers-656.example,1 Pretend Parade,Deakin,Australian Capital Territory,5.0,6.0,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/pretend-deakin-advocates-anonymous-656,,https://www.instagram.com/fake_buyers_656,https://www.facebook.com/fake.buyers.656,62 275 807 108,Australian Private Company,Uncategorised,94,buyers advocate Canberra,
Captain Obvious Parap| | Australia Mortgage Mayhem #657,+61 751 371 923,https://totally-fake-buyers-657.example,3 Test Terrace,Parap| | Australia,Northern Territory,5.0,1.0,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/captain-obvious-parap-australia-mortgage-mayhem-657,,https://www.instagram.com/fake_buyers_657,https://www.facebook.com/fake.buyers.657,82 893 314 526,Individual/Sole Trader,Uncategorised,94,buyers advocate Darwin,
Certified Fictional Yarraville Buyers Agency #658,+61 720 567 474,https://totally-fake-buyers-658.example,1 Pretend Parade,Yarraville,Victoria,5.0,3.0,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/certified-fictional-yarraville-buyers-agency-658,,https://www.instagram.com/fake_buyers_658,https://www.facebook.com/fake.buyers.658,66 980 924 869,Australian Private Company,Uncategorised,94,buyers advocate Melbourne,
Certified Fictional Gawler East Off-Market Emporium #659,+61 855 426 887,https://totally-fake-buyers-659.example,123 Fake Street,Gawler East,South Australia,5.0,4.0,morgan.mock@fake-buyers.example,Morgan Mock,,https://www.linkedin.com/in/morgan-mock,https://www.instagram.com/fake_buyers_659,https://www.facebook.com/fake.buyers.659,84 972 839 892,Individual/Sole Trader,Uncategorised,94,buyers agent Adelaide,
Imaginary Gawler Dream Home Depot #660,+61 795 773 296,https://totally-fake-buyers-660.example,42 Demo Drive,Gawler,South Australia,5.0,2.0,taylor.testdata@fake-buyers.example,Taylor Testdata,https://www.linkedin.com/company/imaginary-gawler-dream-home-depot-660,,https://www.instagram.com/fake_buyers_660,https://www.facebook.com/fake.buyers.660,37 652 384 850,Australian Private Company,Uncategorised,94,buyers agent Adelaide,
Definitely Not Real Parafield Gardens Dream Home Depot #661,+61 521 705 561,https://totally-fake-buyers-661.example,7 Hogwash Highway,Parafield Gardens,South Australia,5.0,8.0,riley.rubbish@fake-buyers.example,Riley Rubbish,,https://www.linkedin.com/in/riley-rubbish,https://www.instagram.com/fake_buyers_661,https://www.facebook.com/fake.buyers.661,95 790 100 112,Australian Private Company,Uncategorised,94,buyers agent Adelaide,
Totally Fake Homes & Hogwash #662,+61 647 303 484,https://totally-fake-buyers-662.example,,,,5.0,2.0,riley.rubbish@fake-buyers.example,Riley Rubbish,https://www.linkedin.com/company/totally-fake-homes-hogwash-662,,https://www.instagram.com/fake_buyers_662,https://www.facebook.com/fake.buyers.662,19 732 858 676,Australian Private Company,Uncategorised,94,buyers agent Brisbane,
Certified Fictional Hobart Homes & Hogwash #663,+61 450 685 375,https://totally-fake-buyers-663.example,404 Not Found Road,Hobart,Tasmania,5.0,1.0,alex.alias@fake-buyers.example,Alex Alias,https://www.linkedin.com/company/certified-fictional-hobart-homes-hogwash-663,,https://www.instagram.com/fake_buyers_663,https://www.facebook.com/fake.buyers.663,27 279 107 318,Australian Private Company,Uncategorised,94,buyers agent Hobart,
Suspiciously Legit Perth Off-Market Emporium #664,+61 413 763 259,https://totally-fake-buyers-664.example,99 Sample Square,Perth,Western Australia,5.0,2.0,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/suspiciously-legit-perth-off-market-emporium-664,,https://www.instagram.com/fake_buyers_664,https://www.facebook.com/fake.buyers.664,92 981 136 799,Other Partnership,Uncategorised,94,buyers agent Perth,
Definitely Not Real Pymble Brick & Giggle #665,+61 600 248 709,https://totally-fake-buyers-665.example,7 Hogwash Highway,Pymble,New South Wales,5.0,6.0,taylor.testdata@fake-buyers.example,Taylor Testdata,https://www.linkedin.com/company/definitely-not-real-pymble-brick-giggle-665,https://www.linkedin.com/in/taylor-testdata,https://www.instagram.com/fake_buyers_665,https://www.facebook.com/fake.buyers.665,35 599 431 793,Australian Private Company,Uncategorised,97,buyers agent Sydney,
Suspiciously Legit Werrington County Homes & Hogwash #666,+61 496 861 407,https://totally-fake-buyers-666.example,404 Not Found Road,Werrington County,New South Wales,5.0,1.0,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/suspiciously-legit-werrington-county-homes-hogwash-666,,https://www.instagram.com/fake_buyers_666,https://www.facebook.com/fake.buyers.666,93 858 324 291,Australian Private Company,Uncategorised,94,buyers agent Sydney,
Pretend Perth Homes & Hogwash #667,+61 489 988 475,https://totally-fake-buyers-667.example,42 Demo Drive,Perth,Western Australia,4.2,13.0,taylor.testdata@fake-buyers.example,Taylor Testdata,,https://www.linkedin.com/in/taylor-testdata,https://www.instagram.com/fake_buyers_667,https://www.facebook.com/fake.buyers.667,50 371 194 256,Fixed Unit Trust,Investment BA,94,investment buyers agent Perth,
Imaginary Glenelg Homes & Hogwash #668,+61 698 954 232,https://totally-fake-buyers-668.example,123 Fake Street,Glenelg,South Australia,5.0,3.0,quinn.quip@fake-buyers.example,Quinn Quip,https://www.linkedin.com/company/imaginary-glenelg-homes-hogwash-668,,https://www.instagram.com/fake_buyers_668,https://www.facebook.com/fake.buyers.668,17 773 388 781,Fixed Unit Trust,Uncategorised,94,property acquisition Adelaide,
Captain Obvious Adelaide Suburb Safari Co #669,+61 686 775 899,https://totally-fake-buyers-669.example,404 Not Found Road,Adelaide,South Australia,5.0,1.0,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/captain-obvious-adelaide-suburb-safari-co-669,,https://www.instagram.com/fake_buyers_669,https://www.facebook.com/fake.buyers.669,30 173 369 432,Australian Private Company,Uncategorised,94,property acquisition Adelaide,
Captain Obvious Eastwood House Hunters Hoax #670,+61 734 633 599,https://totally-fake-buyers-670.example,3 Test Terrace,Eastwood,South Australia,5.0,2.0,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/captain-obvious-eastwood-house-hunters-hoax-670,,https://www.instagram.com/fake_buyers_670,https://www.facebook.com/fake.buyers.670,67 976 443 520,Australian Private Company,Uncategorised,94,property acquisition Adelaide,
Certified Fictional Barton Off-Market Emporium #671,+61 653 475 836,https://totally-fake-buyers-671.example,3 Test Terrace,Barton,Australian Capital Territory,5.0,1.0,riley.rubbish@fake-buyers.example,Riley Rubbish,https://www.linkedin.com/company/certified-fictional-barton-off-market-emporium-671,,https://www.instagram.com/fake_buyers_671,https://www.facebook.com/fake.buyers.671,16 279 613 273,Australian Private Company,Uncategorised,94,property acquisition Canberra,
Definitely Not Real Niddrie Off-Market Emporium #672,+61 694 477 456,https://totally-fake-buyers-672.example,3 Test Terrace,Niddrie,Victoria,4.9,9.0,pat.faux@fake-buyers.example,Pat Faux,https://www.linkedin.com/company/definitely-not-real-niddrie-off-market-emporium-672,,https://www.instagram.com/fake_buyers_672,https://www.facebook.com/fake.buyers.672,69 711 717 426,Australian Private Company,Uncategorised,94,property acquisition Melbourne,
Quantum South Perth Homes & Hogwash #673,+61 443 574 186,https://totally-fake-buyers-673.example,88 Placeholder Place,South Perth,Western Australia,5.0,7.0,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/quantum-south-perth-homes-hogwash-673,,https://www.instagram.com/fake_buyers_673,https://www.facebook.com/fake.buyers.673,38 346 893 571,Australian Private Company,Uncategorised,94,property acquisition Perth,
Suspiciously Legit Off-Market Emporium #674,+61 497 198 961,https://totally-fake-buyers-674.example,,,,5.0,4.0,sam.sample@fake-buyers.example,Sam Sample,https://www.linkedin.com/company/suspiciously-legit-off-market-emporium-674,,https://www.instagram.com/fake_buyers_674,https://www.facebook.com/fake.buyers.674,28 905 225 980,Australian Private Company,Uncategorised,94,property buyers agency Melbourne,
Banana Republic Brick & Giggle #675,+61 705 619 524,https://totally-fake-buyers-675.example,,,,5.0,4.0,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/banana-republic-brick-giggle-675,,https://www.instagram.com/fake_buyers_675,https://www.facebook.com/fake.buyers.675,89 113 327 991,Australian Private Company,Uncategorised,94,property buyers agency Melbourne,
Definitely Not Real Perth Property Shenanigans #676,+61 524 220 373,https://totally-fake-buyers-676.example,404 Not Found Road,Perth,Western Australia,5.0,3.0,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/definitely-not-real-perth-property-shenanigans-676,,https://www.instagram.com/fake_buyers_676,https://www.facebook.com/fake.buyers.676,23 284 939 161,Australian Private Company,Uncategorised,94,property buyers agency Perth,
Banana Republic Aspley Advocates Anonymous #677,+61 407 332 964,https://totally-fake-buyers-677.example,404 Not Found Road,Aspley,Queensland,4.3,11.0,morgan.mock@fake-buyers.example,Morgan Mock,,https://www.linkedin.com/in/morgan-mock,https://www.instagram.com/fake_buyers_677,https://www.facebook.com/fake.buyers.677,46 244 853 986,Discretionary Trading Trust,SMSF,94,SMSF buyers agent Brisbane,
Quantum Greenslopes Dream Home Depot #678,+61 607 790 599,https://totally-fake-buyers-678.example,88 Placeholder Place,Greenslopes,Queensland,4.3,12.0,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/quantum-greenslopes-dream-home-depot-678,,https://www.instagram.com/fake_buyers_678,https://www.facebook.com/fake.buyers.678,38 493 850 669,Fixed Unit Trust,SMSF,94,SMSF buyers agent Brisbane,
Quantum Canberra Homes & Hogwash #679,+61 648 448 207,https://totally-fake-buyers-679.example,3 Test Terrace,Canberra,Australian Capital Territory,4.6,10.0,jordan.jokester@fake-buyers.example,Jordan Jokester,https://www.linkedin.com/company/quantum-canberra-homes-hogwash-679,https://www.linkedin.com/in/jordan-jokester,,,44 546 630 437,Other Partnership,Uncategorised,94,property acquisition Canberra,
Certified Fictional Mortgage Mayhem #680,+61 586 605 410,https://totally-fake-buyers-680.example,,,,5.0,4.0,sam.sample@fake-buyers.example,Sam Sample,,,,,43 301 394 161,Individual/Sole Trader,Owner-occupier,94,buyers agent first home Brisbane,
Definitely Not Real Dream Home Depot #681,+61 425 501 976,https://totally-fake-buyers-681.example,,,,5.0,2.0,jordan.jokester@fake-buyers.example,Jordan Jokester,,,,,19 212 651 548,Individual/Sole Trader,SMSF,94,SMSF buyers agent Sydney,
Quantum Norwest Brick & Giggle #682,+61 407 449 533,https://totally-fake-buyers-682.example,99 Sample Square,Norwest,New South Wales,5.0,3.0,riley.rubbish@fake-buyers.example,Riley Rubbish,https://www.linkedin.com/company/quantum-norwest-brick-giggle-682,,https://www.instagram.com/fake_buyers_682,https://www.facebook.com/fake.buyers.682,66 524 241 725,Australian Private Company,Uncategorised,94,property acquisition Sydney,
Absolutely Made Up New Farm Homes & Hogwash #683,+61 774 986 171,https://totally-fake-buyers-683.example,42 Demo Drive,New Farm,Queensland,5.0,27.0,taylor.testdata@fake-buyers.example,Taylor Testdata,,https://www.linkedin.com/in/taylor-testdata,https://www.instagram.com/fake_buyers_683,https://www.facebook.com/fake.buyers.683,93 771 701 403,Individual/Sole Trader,Uncategorised,99,buyers advocate Brisbane,
Definitely Not Real Melbourne House Hunters Hoax #684,+61 809 937 343,https://totally-fake-buyers-684.example,123 Fake Street,Melbourne,Victoria,5.0,2.0,casey.contrived@fake-buyers.example,Casey Contrived,,,,,61 401 428 711,Australian Private Company,SMSF,94,SMSF buyers agent Melbourne,
Absolutely Made Up Mortgage Mayhem #685,+61 833 893 171,https://totally-fake-buyers-685.example,,,,4.9,15.0,taylor.testdata@fake-buyers.example,Taylor Testdata,,https://www.linkedin.com/in/taylor-testdata,,https://www.facebook.com/fake.buyers.685,92 390 811 462,Australian Private Company,Uncategorised,94,property acquisition Canberra,
Banana Republic Canberra House Hunters Hoax #686,+61 566 213 578,https://totally-fake-buyers-686.example,42 Demo Drive,Canberra,Australian Capital Territory,4.5,4.0,quinn.quip@fake-buyers.example,Quinn Quip,https://www.linkedin.com/company/banana-republic-canberra-house-hunters-hoax-686,,,,71 103 544 391,Individual/Sole Trader,Property advisor,94,property strategist Canberra,
Quantum Braddon Dream Home Depot #687,+61 602 976 466,https://totally-fake-buyers-687.example,88 Placeholder Place,Braddon,Australian Capital Territory,3.7,444.0,casey.contrived@fake-buyers.example,Casey Contrived,https://www.linkedin.com/company/quantum-braddon-dream-home-depot-687,https://www.linkedin.com/in/casey-contrived,https://www.instagram.com/fake_buyers_687,https://www.facebook.com/fake.buyers.687,23 823 681 508,Australian Private Company,Uncategorised,94,buyers agent Canberra,
Suspiciously Legit Plumpton Off-Market Emporium #688,+61 596 613 306,https://totally-fake-buyers-688.example,42 Demo Drive,Plumpton,New South Wales,5.0,8.0,sam.sample@fake-buyers.example,Sam Sample,,,,,95 597 225 802,Individual/Sole Trader,Investment BA,94,investment buyers agent Sydney,
Quantum Vermont Dream Home Depot #689,+61 679 881 818,https://totally-fake-buyers-689.example,88 Placeholder Place,Vermont,Victoria,4.7,281.0,casey.contrived@fake-buyers.example,Casey Contrived,,,,https://www.facebook.com/fake.buyers.689,83 470 549 651,Australian Private Company,Uncategorised,94,property acquisition Melbourne,
Quantum Larrakeyah Property Shenanigans #690,+61 625 789 779,https://totally-fake-buyers-690.example,99 Sample Square,Larrakeyah,Northern Territory,5,9,quinn.quip@fake-buyers.example,Quinn Quip,,,,,71 235 831 534,Australian Private Company,Property advisor,94,property advisor Darwin,
Imaginary South Melbourne Dream Home Depot #691,+61 706 286 381,https://totally-fake-buyers-691.example,7 Hogwash Highway,South Melbourne,Victoria,5,10,quinn.quip@fake-buyers.example,Quinn Quip,https://www.linkedin.com/company/imaginary-south-melbourne-dream-home-depot-691,,,https://www.facebook.com/fake.buyers.691,13 947 386 484,Individual/Sole Trader,Uncategorised,94,property acquisition Melbourne,
Imaginary Sydney Advocates Anonymous #692,+61 839 516 680,https://totally-fake-buyers-692.example,88 Placeholder Place,Sydney,New South Wales,5,1,pat.faux@fake-buyers.example,Pat Faux,https://www.linkedin.com/company/imaginary-sydney-advocates-anonymous-692,,https://www.instagram.com/fake_buyers_692,https://www.facebook.com/fake.buyers.692,62 153 568 112,Australian Private Company,Uncategorised,94,buyers advocate Sydney,
Suspiciously Legit Bulli Suburb Safari Co #693,+61 475 423 528,https://totally-fake-buyers-693.example,123 Fake Street,Bulli,New South Wales,5,4,pat.faux@fake-buyers.example,Pat Faux,https://www.linkedin.com/company/suspiciously-legit-bulli-suburb-safari-co-693,,https://www.instagram.com/fake_buyers_693,https://www.facebook.com/fake.buyers.693,82 331 869 404,Individual/Sole Trader,Uncategorised,94,buyers advocate Wollongong,
Certified Fictional Burleigh Heads House Hunters Hoax #694,+61 587 977 255,https://totally-fake-buyers-694.example,404 Not Found Road,Burleigh Heads,Queensland,5,7,pat.faux@fake-buyers.example,Pat Faux,https://www.linkedin.com/company/certified-fictional-burleigh-heads-house-hunters-hoax-694,,https://www.instagram.com/fake_buyers_694,,79 306 777 339,Australian Private Company,Uncategorised,94,property acquisition Gold Coast,
Quantum Perth Dream Home Depot #695,+61 734 455 966,https://totally-fake-buyers-695.example,42 Demo Drive,Perth,Western Australia,4.2,22.0,quinn.quip@fake-buyers.example,Quinn Quip,https://www.linkedin.com/company/quantum-perth-dream-home-depot-695,,,https://www.facebook.com/fake.buyers.695,,,Owner-occupier,93,buyers agent first home Perth,
Captain Obvious Brisbane City Homes & Hogwash #696,+61 566 123 935,https://totally-fake-buyers-696.example,3 Test Terrace,Brisbane City,Queensland,5.0,2.0,taylor.testdata@fake-buyers.example,Taylor Testdata,https://www.linkedin.com/company/captain-obvious-brisbane-city-homes-hogwash-696,https://www.linkedin.com/in/taylor-testdata,,,,,Uncategorised,93,property acquisition Brisbane,
